TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;13.973.228/0001-00;;SICOOB INFLAÇÃO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA IMA-B;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;5.00
CLASSES - FIF;13.973.228/0001-00;;SICOOB INFLAÇÃO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA IMA-B;2025-07-31;Títulos públicos federais;95.00
CLASSES - FIF;14.099.976/0001-78;;BRADESCO INSTITUCIONAL IBRX ALPHA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;96.20
CLASSES - FIF;14.099.976/0001-78;;BRADESCO INSTITUCIONAL IBRX ALPHA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.64
CLASSES - FIF;14.099.976/0001-78;;BRADESCO INSTITUCIONAL IBRX ALPHA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;2.10
CLASSES - FIF;14.099.976/0001-78;;BRADESCO INSTITUCIONAL IBRX ALPHA FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.25
CLASSES - FIF;14.104.042/0001-87;;BRADESCO FIF - CIC RF PODIUM - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;19.77
CLASSES - FIF;14.104.042/0001-87;;BRADESCO FIF - CIC RF PODIUM - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;22.23
CLASSES - FIF;14.104.042/0001-87;;BRADESCO FIF - CIC RF PODIUM - RESP LIMITADA;2025-07-31;Derivativos;-8.88
CLASSES - FIF;14.104.042/0001-87;;BRADESCO FIF - CIC RF PODIUM - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.72
CLASSES - FIF;14.104.042/0001-87;;BRADESCO FIF - CIC RF PODIUM - RESP LIMITADA;2025-07-31;Títulos públicos federais;44.55
CLASSES - FIF;14.104.062/0001-58;;BRADESCO NET FIF - CIC RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE  LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.51
CLASSES - FIF;14.104.062/0001-58;;BRADESCO NET FIF - CIC RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE  LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;61.66
CLASSES - FIF;14.104.062/0001-58;;BRADESCO NET FIF - CIC RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE  LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;14.104.062/0001-58;;BRADESCO NET FIF - CIC RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE  LIMITADA;2025-07-31;Títulos públicos federais;33.56
CLASSES - FIF;14.104.082/0001-29;;BRADESCO NET FIF- CIC RF - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;19.63
CLASSES - FIF;14.104.082/0001-29;;BRADESCO NET FIF- CIC RF - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;22.07
CLASSES - FIF;14.104.082/0001-29;;BRADESCO NET FIF- CIC RF - RESP LIMITADA;2025-07-31;Derivativos;-8.81
CLASSES - FIF;14.104.082/0001-29;;BRADESCO NET FIF- CIC RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.63
CLASSES - FIF;14.104.082/0001-29;;BRADESCO NET FIF- CIC RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;44.22
CLASSES - FIF;14.104.126/0001-10;;BRADESCO PRIME NET FIF - CIC RF - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;19.61
CLASSES - FIF;14.104.126/0001-10;;BRADESCO PRIME NET FIF - CIC RF - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;22.05
CLASSES - FIF;14.104.126/0001-10;;BRADESCO PRIME NET FIF - CIC RF - RESP LIMITADA;2025-07-31;Derivativos;-8.81
CLASSES - FIF;14.104.126/0001-10;;BRADESCO PRIME NET FIF - CIC RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.62
CLASSES - FIF;14.104.126/0001-10;;BRADESCO PRIME NET FIF - CIC RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;44.19
CLASSES - FIF;14.104.139/0001-90;;BRADESCO PRIME NET FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;3.49
CLASSES - FIF;14.104.139/0001-90;;BRADESCO PRIME NET FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;61.46
CLASSES - FIF;14.104.139/0001-90;;BRADESCO PRIME NET FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;0.02
CLASSES - FIF;14.104.139/0001-90;;BRADESCO PRIME NET FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;33.45
CLASSES - FIF;14.113.340/0001-33;;NAVI INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;89.83
CLASSES - FIF;14.113.340/0001-33;;NAVI INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;1.70
CLASSES - FIF;14.113.340/0001-33;;NAVI INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;10.08
CLASSES - FIF;14.115.118/0001-70;;MAG INFLAÇÃO REFERENCIADO IMA-B FIF - CI RF LP - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;8.82
CLASSES - FIF;14.115.118/0001-70;;MAG INFLAÇÃO REFERENCIADO IMA-B FIF - CI RF LP - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.77
CLASSES - FIF;14.115.118/0001-70;;MAG INFLAÇÃO REFERENCIADO IMA-B FIF - CI RF LP - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;99.21
CLASSES - FIF;14.287.871/0001-42;;SICOOB DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;17.37
CLASSES - FIF;14.287.871/0001-42;;SICOOB DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;5.80
CLASSES - FIF;14.287.871/0001-42;;SICOOB DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI;2025-07-31;Títulos públicos federais;76.83
CLASSES - FIF;14.491.665/0001-50;;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Ações;0.00
CLASSES - FIF;14.491.665/0001-50;;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;43.27
CLASSES - FIF;14.491.665/0001-50;;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;3.70
CLASSES - FIF;14.491.665/0001-50;;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;38.93
CLASSES - FIF;14.491.665/0001-50;;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;14.13
CLASSES - FIF;14.550.994/0001-24;;MAG BRASIL FUNDO DE INVESTIMENTO FINANCEIRO  CLASSE DE INVESTIMENTO EM AÇÕES  RESP LIMITADA;2025-07-31;Ações;97.72
CLASSES - FIF;14.550.994/0001-24;;MAG BRASIL FUNDO DE INVESTIMENTO FINANCEIRO  CLASSE DE INVESTIMENTO EM AÇÕES  RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;0.96
CLASSES - FIF;14.550.994/0001-24;;MAG BRASIL FUNDO DE INVESTIMENTO FINANCEIRO  CLASSE DE INVESTIMENTO EM AÇÕES  RESP LIMITADA;2025-07-31;Derivativos;-0.21
CLASSES - FIF;14.550.994/0001-24;;MAG BRASIL FUNDO DE INVESTIMENTO FINANCEIRO  CLASSE DE INVESTIMENTO EM AÇÕES  RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.22
CLASSES - FIF;14.550.994/0001-24;;MAG BRASIL FUNDO DE INVESTIMENTO FINANCEIRO  CLASSE DE INVESTIMENTO EM AÇÕES  RESP LIMITADA;2025-07-31;Títulos públicos federais;0.44
CLASSES - FIF;14.632.925/0001-60;;MB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES  INSTITUIÇÕES FINANCEIRAS - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;99.39
CLASSES - FIF;14.632.925/0001-60;;MB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES  INSTITUIÇÕES FINANCEIRAS - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.34
CLASSES - FIF;14.632.925/0001-60;;MB FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES  INSTITUIÇÕES FINANCEIRAS - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.45
CLASSES - FIF;14.843.717/0001-00;;JULIUS BAER FEEDER ABSOLUTE VERTEX FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.65
CLASSES - FIF;14.843.717/0001-00;;JULIUS BAER FEEDER ABSOLUTE VERTEX FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.38
CLASSES - FIF;14.843.717/0001-00;;JULIUS BAER FEEDER ABSOLUTE VERTEX FI FINANCEIRO - CIC MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.97
CLASSES - FIF;14.843.784/0001-24;;ICATU VANGUARDA SIMPLES SOBERANO FIF - CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;24.18
CLASSES - FIF;14.843.784/0001-24;;ICATU VANGUARDA SIMPLES SOBERANO FIF - CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2025-07-31;Títulos públicos federais;75.85
CLASSES - FIF;15.019.684/0001-40;;CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;34.89
CLASSES - FIF;15.019.684/0001-40;;CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADO DI - RESP LIMITADA;2025-07-31;Títulos públicos federais;65.14
CLASSES - FIF;15.212.344/0001-31;;CANVAS ENDURO 30 CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de Fundos de Investimento 555;100.18
CLASSES - FIF;15.212.344/0001-31;;CANVAS ENDURO 30 CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Outros;0.13
CLASSES - FIF;15.259.071/0001-80;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RENDA FIXA NILO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-0.36
CLASSES - FIF;15.259.071/0001-80;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RENDA FIXA NILO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.62
CLASSES - FIF;15.259.071/0001-80;;BRADESCO H FIF - CLASSE DE  INVESTIMENTO RENDA FIXA NILO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;97.43
CLASSES - FIF;15.259.423/0001-06;;BRADESCO H FIF - CIC RF LONGO PRAZO INFLAÇÃO 15.000 - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;3.90
CLASSES - FIF;15.259.423/0001-06;;BRADESCO H FIF - CIC RF LONGO PRAZO INFLAÇÃO 15.000 - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;2.19
CLASSES - FIF;15.259.423/0001-06;;BRADESCO H FIF - CIC RF LONGO PRAZO INFLAÇÃO 15.000 - RESP LIMITADA;2025-07-31;Derivativos;3.30
CLASSES - FIF;15.259.423/0001-06;;BRADESCO H FIF - CIC RF LONGO PRAZO INFLAÇÃO 15.000 - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;1.44
CLASSES - FIF;15.259.423/0001-06;;BRADESCO H FIF - CIC RF LONGO PRAZO INFLAÇÃO 15.000 - RESP LIMITADA;2025-07-31;Títulos públicos federais;92.31
CLASSES - FIF;15.487.918/0001-84;;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;1063.73
CLASSES - FIF;15.487.918/0001-84;;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Investimento no exterior;17.48
CLASSES - FIF;15.487.918/0001-84;;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;119.92
CLASSES - FIF;15.487.918/0001-84;;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos de crédito privado;6.36
CLASSES - FIF;15.487.918/0001-84;;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;126.77
CLASSES - FIF;15.578.409/0001-67;;ICATU VANGUARDA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;18.82
CLASSES - FIF;15.578.409/0001-67;;ICATU VANGUARDA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;11.72
CLASSES - FIF;15.578.409/0001-67;;ICATU VANGUARDA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;18.66
CLASSES - FIF;15.578.409/0001-67;;ICATU VANGUARDA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;20.15
CLASSES - FIF;15.578.409/0001-67;;ICATU VANGUARDA MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;31.04
CLASSES - FIF;15.586.796/0001-83;;ICATU VANGUARDA DATA ALVO 2040 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Ações;23.86
CLASSES - FIF;15.586.796/0001-83;;ICATU VANGUARDA DATA ALVO 2040 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;9.23
CLASSES - FIF;15.586.796/0001-83;;ICATU VANGUARDA DATA ALVO 2040 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Derivativos;13.52
CLASSES - FIF;15.586.796/0001-83;;ICATU VANGUARDA DATA ALVO 2040 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;15.39
CLASSES - FIF;15.586.796/0001-83;;ICATU VANGUARDA DATA ALVO 2040 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;32.85
CLASSES - FIF;15.586.797/0001-28;;ICATU VANGUARDA DATA ALVO 2030 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;15.33
CLASSES - FIF;15.586.797/0001-28;;ICATU VANGUARDA DATA ALVO 2030 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;10.76
CLASSES - FIF;15.586.797/0001-28;;ICATU VANGUARDA DATA ALVO 2030 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Derivativos;14.51
CLASSES - FIF;15.586.797/0001-28;;ICATU VANGUARDA DATA ALVO 2030 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;17.59
CLASSES - FIF;15.586.797/0001-28;;ICATU VANGUARDA DATA ALVO 2030 FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;34.36
CLASSES - FIF;15.603.942/0001-31;;IBIUNA HEDGE STR FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;6.70
CLASSES - FIF;15.603.942/0001-31;;IBIUNA HEDGE STR FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -RESP LIMITADA;2025-07-31;Derivativos;1068.14
CLASSES - FIF;15.603.942/0001-31;;IBIUNA HEDGE STR FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -RESP LIMITADA;2025-07-31;Investimento no exterior;16.37
CLASSES - FIF;15.603.942/0001-31;;IBIUNA HEDGE STR FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;119.50
CLASSES - FIF;15.603.942/0001-31;;IBIUNA HEDGE STR FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO -RESP LIMITADA;2025-07-31;Títulos públicos federais;122.99
CLASSES - FIF;15.603.945/0001-75;;VINCI SELECTION EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Ações;20.57
CLASSES - FIF;15.603.945/0001-75;;VINCI SELECTION EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;54.82
CLASSES - FIF;15.603.945/0001-75;;VINCI SELECTION EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;8.36
CLASSES - FIF;15.603.945/0001-75;;VINCI SELECTION EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;3.05
CLASSES - FIF;15.603.945/0001-75;;VINCI SELECTION EQUITIES FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;21.16
CLASSES - FIF;15.675.415/0001-32;;BRAM BANCOS FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;80.09
CLASSES - FIF;15.675.415/0001-32;;BRAM BANCOS FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;17.51
CLASSES - FIF;15.675.415/0001-32;;BRAM BANCOS FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos públicos federais;2.39
CLASSES - FIF;15.675.431/0001-25;;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;1.06
CLASSES - FIF;15.675.431/0001-25;;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;25.38
CLASSES - FIF;15.675.431/0001-25;;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;41.51
CLASSES - FIF;15.675.431/0001-25;;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;2025-07-31;Títulos de crédito privado;13.85
CLASSES - FIF;15.675.431/0001-25;;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;2025-07-31;Títulos públicos federais;17.48
CLASSES - FIF;15.675.437/0001-00;;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;3.37
CLASSES - FIF;15.675.437/0001-00;;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;46.78
CLASSES - FIF;15.675.437/0001-00;;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;19.39
CLASSES - FIF;15.675.437/0001-00;;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Outras aplicações;1.48
CLASSES - FIF;15.675.437/0001-00;;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;2025-07-31;Títulos de crédito privado;28.92
CLASSES - FIF;15.714.222/0001-43;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO - CIC DE AÇÕES DIVIDENDOS - RESPONSABILIDADE LIMITADA;2025-07-31;Ações;94.22
CLASSES - FIF;15.714.222/0001-43;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO - CIC DE AÇÕES DIVIDENDOS - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;-0.17
CLASSES - FIF;15.714.222/0001-43;;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO - CIC DE AÇÕES DIVIDENDOS - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.19
CLASSES - FIF;15.714.258/0001-27;;BRAM IMA-B 5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Derivativos;2.13
CLASSES - FIF;15.714.258/0001-27;;BRAM IMA-B 5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.36
CLASSES - FIF;15.714.258/0001-27;;BRAM IMA-B 5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-07-31;Títulos públicos federais;97.65
CLASSES - FIF;15.780.914/0001-90;;BRADESCO EXTENDED CREDIT POD FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;1.60
CLASSES - FIF;15.780.914/0001-90;;BRADESCO EXTENDED CREDIT POD FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;29.15
CLASSES - FIF;15.780.914/0001-90;;BRADESCO EXTENDED CREDIT POD FI FINANCEIRO - CIC DE CI MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;70.65
CLASSES - FIF;15.799.713/0001-34;;IBIUNA HEDGE STH FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;6.71
CLASSES - FIF;15.799.713/0001-34;;IBIUNA HEDGE STH FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Derivativos;1069.10
CLASSES - FIF;15.799.713/0001-34;;IBIUNA HEDGE STH FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Investimento no exterior;16.39
CLASSES - FIF;15.799.713/0001-34;;IBIUNA HEDGE STH FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;119.61
CLASSES - FIF;15.799.713/0001-34;;IBIUNA HEDGE STH FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;123.10
CLASSES - FIF;15.834.698/0001-18;;MB AÇÕES MERCANTIL DO BRASIL  FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE  LIMITADA;2025-07-31;Ações;96.45
CLASSES - FIF;15.834.698/0001-18;;MB AÇÕES MERCANTIL DO BRASIL  FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE  LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.58
CLASSES - FIF;15.834.698/0001-18;;MB AÇÕES MERCANTIL DO BRASIL  FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE  LIMITADA;2025-07-31;Títulos públicos federais;1.06
CLASSES - FIF;15.862.355/0001-67;;BANESTES TESOURO  FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-07-31;Depósitos a prazo e outros títulos de instituições financeiras;9.59
CLASSES - FIF;15.862.355/0001-67;;BANESTES TESOURO  FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;49.84
CLASSES - FIF;15.862.355/0001-67;;BANESTES TESOURO  FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;40.57
FI;16.570.371/0001-49;;BBT MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;41.45
FI;16.570.371/0001-49;;BBT MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Derivativos;14.31
FI;16.570.371/0001-49;;BBT MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Titulos publicos federais;46.87
FI;16.617.593/0001-70;;BBT AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;93.54
FI;16.617.593/0001-70;;BBT AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;10.26
CLASSES - FIF;16.844.885/0001-45;;BANRISUL FOCO IRF-M FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA;2025-07-31;DERIVATIVOS;39.73
CLASSES - FIF;16.844.885/0001-45;;BANRISUL FOCO IRF-M FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA;2025-07-31;OPERAÇÕES COMPROMISSADAS LASTREADAS EM TÍTULOS PÚBLICOS FEDERAIS;24.51
