TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;TP_ATIVO;PR_PL_ATIVO
CLASSES - FIF;36.521.777/0001-49;;BRADESCO CEDRO LONG BIAS IQ FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;44.64
CLASSES - FIF;36.521.777/0001-49;;BRADESCO CEDRO LONG BIAS IQ FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;7.00
CLASSES - FIF;36.521.777/0001-49;;BRADESCO CEDRO LONG BIAS IQ FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.14
CLASSES - FIF;36.521.777/0001-49;;BRADESCO CEDRO LONG BIAS IQ FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;7.27
CLASSES - FIF;36.521.791/0001-42;;BRADESCO CEDRO LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS AÇÕES - RESP LIMITADA;2025-07-31;Ações;53.43
CLASSES - FIF;36.521.791/0001-42;;BRADESCO CEDRO LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;44.69
CLASSES - FIF;36.521.791/0001-42;;BRADESCO CEDRO LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS AÇÕES - RESP LIMITADA;2025-07-31;Derivativos;7.01
CLASSES - FIF;36.521.791/0001-42;;BRADESCO CEDRO LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;12.15
CLASSES - FIF;36.521.791/0001-42;;BRADESCO CEDRO LONG BIASED FIF - CLASSE DE INVESTIMENTO EM COTAS AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;7.28
CLASSES - FIF;36.617.518/0001-16;;GÁVEA MACRO FEEDER I FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Ações;6.08
CLASSES - FIF;36.617.518/0001-16;;GÁVEA MACRO FEEDER I FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;10.28
CLASSES - FIF;36.617.518/0001-16;;GÁVEA MACRO FEEDER I FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Investimento no exterior;14.39
CLASSES - FIF;36.617.518/0001-16;;GÁVEA MACRO FEEDER I FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;24.76
CLASSES - FIF;36.617.518/0001-16;;GÁVEA MACRO FEEDER I FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;55.62
CLASSES - FIF;36.617.669/0001-74;;CONEXÃO TRUXT LONG BIAS FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.05
CLASSES - FIF;36.617.669/0001-74;;CONEXÃO TRUXT LONG BIAS FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.08
CLASSES - FIF;36.617.669/0001-74;;CONEXÃO TRUXT LONG BIAS FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.21
CLASSES - FIF;36.617.800/0001-01;;AZ QUEST MULTI ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.18
CLASSES - FIF;36.617.800/0001-01;;AZ QUEST MULTI ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.42
CLASSES - FIF;36.617.800/0001-01;;AZ QUEST MULTI ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;1.13
CLASSES - FIF;36.619.752/0001-82;;CONEXÃO ACE CAPITAL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.51
CLASSES - FIF;36.619.752/0001-82;;CONEXÃO ACE CAPITAL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.17
CLASSES - FIF;36.619.752/0001-82;;CONEXÃO ACE CAPITAL FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.47
CLASSES - FIF;36.619.783/0001-33;;GAP ABSOLUTO ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.65
CLASSES - FIF;36.619.783/0001-33;;GAP ABSOLUTO ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.11
CLASSES - FIF;36.619.783/0001-33;;GAP ABSOLUTO ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.30
CLASSES - FIF;36.619.844/0001-62;;CONEXÃO TORK 60 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.51
CLASSES - FIF;36.619.844/0001-62;;CONEXÃO TORK 60 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.14
CLASSES - FIF;36.619.844/0001-62;;CONEXÃO TORK 60 FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.39
CLASSES - FIF;36.619.937/0001-97;;TORK LONG ONLY INSTITUCIONAL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.58
CLASSES - FIF;36.619.937/0001-97;;TORK LONG ONLY INSTITUCIONAL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.12
CLASSES - FIF;36.619.937/0001-97;;TORK LONG ONLY INSTITUCIONAL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.32
CLASSES - FIF;36.620.345/0001-95;;PIMCO INCOME DÓLAR ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.08
CLASSES - FIF;36.620.345/0001-95;;PIMCO INCOME DÓLAR ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.25
CLASSES - FIF;36.620.345/0001-95;;PIMCO INCOME DÓLAR ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.67
CLASSES - FIF;36.620.364/0001-11;;KADIMA HIGH VOL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.67
CLASSES - FIF;36.620.364/0001-11;;KADIMA HIGH VOL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.09
CLASSES - FIF;36.620.364/0001-11;;KADIMA HIGH VOL ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.23
CLASSES - FIF;36.620.660/0001-12;;GAUSS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.14
CLASSES - FIF;36.620.660/0001-12;;GAUSS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.11
CLASSES - FIF;36.620.660/0001-12;;GAUSS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.29
CLASSES - FIF;36.620.688/0001-50;;GÁVEA MACRO DÓLAR ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.42
CLASSES - FIF;36.620.688/0001-50;;GÁVEA MACRO DÓLAR ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.28
CLASSES - FIF;36.620.688/0001-50;;GÁVEA MACRO DÓLAR ÁGORA FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;0.76
CLASSES - FIF;36.620.874/0001-99;;BRADESCO MOAT CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.49
CLASSES - FIF;36.620.874/0001-99;;BRADESCO MOAT CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.13
CLASSES - FIF;36.620.874/0001-99;;BRADESCO MOAT CAPITAL FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.36
CLASSES - FIF;36.656.529/0001-05;;CSHG ALLOCATION IBIUNA HEDGE STHG II FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LTDA;2025-07-31;Outras Cotas de Fundos de Investimento;100.06
CLASSES - FIF;36.656.529/0001-05;;CSHG ALLOCATION IBIUNA HEDGE STHG II FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LTDA;2025-07-31;Outros;0.01
CLASSES - FIF;36.671.831/0001-32;;DAYCOVAL TITULOS PUBLICOS III FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;29.02
CLASSES - FIF;36.671.831/0001-32;;DAYCOVAL TITULOS PUBLICOS III FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.00
CLASSES - FIF;36.671.831/0001-32;;DAYCOVAL TITULOS PUBLICOS III FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;71.01
CLASSES - FIF;36.671.926/0001-56;;TRIGONO FLAGSHIP SMALL CAPS INSTITUCIONAL FIF- CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.70
CLASSES - FIF;36.671.926/0001-56;;TRIGONO FLAGSHIP SMALL CAPS INSTITUCIONAL FIF- CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.14
CLASSES - FIF;36.671.926/0001-56;;TRIGONO FLAGSHIP SMALL CAPS INSTITUCIONAL FIF- CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.35
CLASSES - FIF;36.672.171/0001-04;;ALAMOS COMPASS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;5.60
CLASSES - FIF;36.672.171/0001-04;;ALAMOS COMPASS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Derivativos;-0.18
CLASSES - FIF;36.672.171/0001-04;;ALAMOS COMPASS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.01
CLASSES - FIF;36.672.171/0001-04;;ALAMOS COMPASS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;96.46
CLASSES - FIF;36.771.013/0001-01;;TARPON INTERSECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;78.45
CLASSES - FIF;36.771.013/0001-01;;TARPON INTERSECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;6.21
CLASSES - FIF;36.771.013/0001-01;;TARPON INTERSECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.43
CLASSES - FIF;36.771.013/0001-01;;TARPON INTERSECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Cotas de Fundos de Investimento;16.09
CLASSES - FIF;36.771.076/0001-68;;ALAMOS SELECTION FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Ações;23.10
CLASSES - FIF;36.771.076/0001-68;;ALAMOS SELECTION FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Índice de Renda Variável;9.51
CLASSES - FIF;36.771.076/0001-68;;ALAMOS SELECTION FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;49.13
CLASSES - FIF;36.771.076/0001-68;;ALAMOS SELECTION FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;3.96
CLASSES - FIF;36.771.076/0001-68;;ALAMOS SELECTION FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;11.08
CLASSES - FIF;36.771.600/0001-09;;AURO CARTEIRA MODERADA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Cotas de Fundos de Investimento 409;86.39
CLASSES - FIF;36.771.600/0001-09;;AURO CARTEIRA MODERADA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Outras Aplicações;0.02
CLASSES - FIF;36.771.600/0001-09;;AURO CARTEIRA MODERADA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Outras Cotas de Fundos de Investimento;1.22
CLASSES - FIF;36.771.600/0001-09;;AURO CARTEIRA MODERADA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-07-31;Títulos Públicos Federais;12.55
CLASSES - FIF;36.771.728/0001-64;;DAYCOVAL TITULOS PUBLICOS IV FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;23.05
CLASSES - FIF;36.771.728/0001-64;;DAYCOVAL TITULOS PUBLICOS IV FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Aplicações;0.00
CLASSES - FIF;36.771.728/0001-64;;DAYCOVAL TITULOS PUBLICOS IV FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos Públicos Federais;76.96
CLASSES - FIF;36.854.581/0001-76;;AMW VÊNUS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Cotas de Fundos de Investimento 409;11.55
CLASSES - FIF;36.854.581/0001-76;;AMW VÊNUS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Depósitos a Prazo e Outros Títulos de Instituições Financeiras;47.72
CLASSES - FIF;36.854.581/0001-76;;AMW VÊNUS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;8.98
CLASSES - FIF;36.854.581/0001-76;;AMW VÊNUS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Outras Cotas de Fundos de Investimento;8.48
CLASSES - FIF;36.854.581/0001-76;;AMW VÊNUS FUNDO DE INVESTIMENTO FINANCEIRO;2025-07-31;Títulos de Crédito Privado;15.88
CLASSES - FIF;36.935.494/0001-43;;SULAMÉRICA INCOME FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.07
CLASSES - FIF;36.935.494/0001-43;;SULAMÉRICA INCOME FIF - CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESP LIMITADA;2025-07-31;Títulos públicos federais;99.96
CLASSES - FIF;36.954.526/0001-58;;DAYCOVAL TITULOS PUBLICOS VI FUNDO DE INVESTIMENTO FINANCEIRO CURTO PRAZO;2025-07-31;Operações Compromissadas Lastreadas em Títulos Públicos Federais;100.02
CLASSES - FIF;36.954.526/0001-58;;DAYCOVAL TITULOS PUBLICOS VI FUNDO DE INVESTIMENTO FINANCEIRO CURTO PRAZO;2025-07-31;Outras Aplicações;0.00
CLASSES - FIF;37.235.748/0001-83;;BRADESCO OURO USD FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;-0.78
CLASSES - FIF;37.235.748/0001-83;;BRADESCO OURO USD FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;8.95
CLASSES - FIF;37.235.748/0001-83;;BRADESCO OURO USD FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;91.86
CLASSES - FIF;37.235.773/0001-67;;BRADESCO OURO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;-0.14
CLASSES - FIF;37.235.773/0001-67;;BRADESCO OURO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;16.66
CLASSES - FIF;37.235.773/0001-67;;BRADESCO OURO FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;84.15
CLASSES - FIF;37.235.820/0001-72;;BRAM OURO USD FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Derivativos;-0.78
CLASSES - FIF;37.235.820/0001-72;;BRAM OURO USD FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;8.95
CLASSES - FIF;37.235.820/0001-72;;BRAM OURO USD FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;91.82
CLASSES - FIF;37.235.861/0001-69;;BRAM OURO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Derivativos;-0.14
CLASSES - FIF;37.235.861/0001-69;;BRAM OURO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;16.65
CLASSES - FIF;37.235.861/0001-69;;BRAM OURO FI FINANCEIRO - CI MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;84.11
CLASSES - FIF;37.235.981/0001-66;;CONEXÃO RPS SELECTION LONG BIAS D30 FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.32
CLASSES - FIF;37.235.981/0001-66;;CONEXÃO RPS SELECTION LONG BIAS D30 FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.63
CLASSES - FIF;37.235.981/0001-66;;CONEXÃO RPS SELECTION LONG BIAS D30 FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;1.72
CLASSES - FIF;37.248.132/0001-47;;CONEXÃO RPS SELECTION FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.28
CLASSES - FIF;37.248.132/0001-47;;CONEXÃO RPS SELECTION FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.38
CLASSES - FIF;37.248.132/0001-47;;CONEXÃO RPS SELECTION FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.04
CLASSES - FIF;37.265.082/0001-06;;BNP PARIBAS SMALL CAPS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;96.37
CLASSES - FIF;37.265.082/0001-06;;BNP PARIBAS SMALL CAPS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.42
CLASSES - FIF;37.265.082/0001-06;;BNP PARIBAS SMALL CAPS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.15
CLASSES - FIF;37.265.158/0001-01;;BAHIA AM ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.25
CLASSES - FIF;37.265.158/0001-01;;BAHIA AM ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.71
CLASSES - FIF;37.265.158/0001-01;;BAHIA AM ÁGORA FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;1.72
CLASSES - FIF;37.265.183/0001-87;;BAHIA AM VALUATION ÁGORA FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.04
CLASSES - FIF;37.265.183/0001-87;;BAHIA AM VALUATION ÁGORA FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;2.11
CLASSES - FIF;37.280.124/0001-88;;AZ QUEST YIELD ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.47
CLASSES - FIF;37.280.124/0001-88;;AZ QUEST YIELD ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS RF LONGO PRAZO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.52
CLASSES - FIF;37.280.163/0001-85;;IBIUNA LONG BIASED ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;100.07
CLASSES - FIF;37.280.163/0001-85;;IBIUNA LONG BIASED ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.53
CLASSES - FIF;37.280.206/0001-22;;IBIUNA EQUITIES 30 ÁGORA FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Cotas de fundos de investimento 409;97.60
CLASSES - FIF;37.280.206/0001-22;;IBIUNA EQUITIES 30 ÁGORA FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.77
CLASSES - FIF;37.280.206/0001-22;;IBIUNA EQUITIES 30 ÁGORA FIF - CIC DE AÇÕES - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;2.10
CLASSES - FIF;37.280.235/0001-94;;AZ QUEST ÁGORA FIF - CIC DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;4.14
CLASSES - FIF;37.280.263/0001-01;;SUL AMÉRICA ATIVO ÁGORA FIF - CIC RF LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Derivativos;53.85
CLASSES - FIF;37.280.263/0001-01;;SUL AMÉRICA ATIVO ÁGORA FIF - CIC RF LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;48.13
CLASSES - FIF;37.280.263/0001-01;;SUL AMÉRICA ATIVO ÁGORA FIF - CIC RF LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-07-31;Títulos públicos federais;51.97
CLASSES - FIF;37.282.299/0001-24;;BTG PACTUAL ABSOLUTO LS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;98.70
CLASSES - FIF;37.282.299/0001-24;;BTG PACTUAL ABSOLUTO LS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.10
CLASSES - FIF;37.282.299/0001-24;;BTG PACTUAL ABSOLUTO LS ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.27
CLASSES - FIF;37.298.928/0001-04;;BRADESCO FRANKLIN WELLINGTON TECH LONG AND SHORT FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;26.52
CLASSES - FIF;37.298.928/0001-04;;BRADESCO FRANKLIN WELLINGTON TECH LONG AND SHORT FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;72.20
CLASSES - FIF;37.299.026/0001-92;;BRADESCO VINCI ATLAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;99.05
CLASSES - FIF;37.299.026/0001-92;;BRADESCO VINCI ATLAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;0.41
CLASSES - FIF;37.299.026/0001-92;;BRADESCO VINCI ATLAS FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-07-31;Títulos públicos federais;0.70
CLASSES - FIF;37.310.314/0001-09;;BRADESCO ALOCAÇÃO ALPHA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;27.16
CLASSES - FIF;37.310.314/0001-09;;BRADESCO ALOCAÇÃO ALPHA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Derivativos;50.04
CLASSES - FIF;37.310.314/0001-09;;BRADESCO ALOCAÇÃO ALPHA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Operações compromissadas lastreadas em títulos públicos federais;10.93
CLASSES - FIF;37.310.314/0001-09;;BRADESCO ALOCAÇÃO ALPHA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos de crédito privado;10.40
CLASSES - FIF;37.310.314/0001-09;;BRADESCO ALOCAÇÃO ALPHA FI FINANCEIRO - CIC MULT - RESP LIMITADA;2025-07-31;Títulos públicos federais;48.25
CLASSES - FIF;37.310.657/0001-65;;IBIUNA CREDIT FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-07-31;Cotas de fundos de investimento 409;6.78
